gram_key,brand name,description,corrected spelling,food_type,gram_type,tag1,tag2,tag3,tag4,tag5,tag6,tag7,equivalent,reference,comment
peanut butter sandwich,,peanut butter sandwich,,f,3,"grain, nut","wheat, peanut butter",,unsaturated fat,,complete,4,,,
yogurt granola honey,,yogurt granola honey,,f,3,"grain, dairy","oat, yogurt",,"fermented, added sugar",,incomplete,3,,,
red bell pepper,,red bell pepper,,f,3,vegetable,,,,,complete,1,,,
brown rice quinoa,,brown rice and quinoa,brown rice and quinoa,f,3,"grain, seed",rice,,,,complete,1,,,
beef swiss sandwich,,beef swiss sandwich,,f,3,"grain, protein, dairy","wheat, red meat, cheese",beef,"saturated fat, high sodium",,incomplete,4,,,
butternut squash soup,,butternut squash soup,,f,3,vegetable,,,high sodium,,incomplete,3,,,
chicken pesto pasta,,chicken pesto pasta,,f,3,"grain, protein, vegetable, nut","wheat, poultry, leafy",chicken,unsaturated fat,,incomplete,3,,,
mint moose track,,mint moose track,,f,3,dairy,ice cream,,"added sugar, saturated fat",,incomplete,4,,,
peanut butter cookie,,peanut butter cookie,,f,3,"dessert/sweet treat, nut","baked good, peanut butter",,"added sugar, unsaturated fat",,incomplete,4,,,
veggie breakfast scramble,,vegetable breakfast scramble,vegetable breakfast scramble,f,3,"vegetable, protein",egg,,,,incomplete,3,,,
spinach smoothie strawberry,,spinach smoothie strawberry,,b,3,juice/smoothie,"fruit, vegetable",,,,incomplete,1,,,
pulled pork sandwich,,pulled pork sandwich,,f,3,"grain, protein","wheat, pork",,"saturated fat, high sodium",,incomplete,4,,,
salad grilled chicken,,salad grilled chicken,,f,3,"protein, vegetable","poultry, leafy",chicken,,,incomplete,3,,,
surf turf burrito,,surf and turf burrito,surf and turf burrito,f,3,"grain, protein","wheat, red meat, seafood",,"high sodium, saturated fat",,incomplete,3,,,
chicken salad avocado,,chicken salad avocado,,f,3,"protein, vegetable, fruit","poultry, leafy, stone fruit",chicken,,,incomplete,3,,,
chicken brown rice,,chicken and brown rice,,f,3,"grain, protein","rice, poultry",chicken,,,incomplete,3,,,
pita chip hummus,,pita chip and hummus,pita chip and hummus,f,3,"grain, protein","wheat, legume",bean,,,incomplete,4,,,
egg bacon sandwich,,egg bacon sandwich,,f,3,"grain, protein","wheat, egg, pork",,"high sodium, saturated fat",,incomplete,4,,,
builder protein bar,builder protein bar,protein bar,,f,3,protein,,,,bars,vague,4,,,
spinach salad chicken,,spinach salad chicken,,f,3,"protein, vegetable","poultry, leafy",chicken,,,incomplete,3,,,
roast beef sandwich,,roast beef sandwich,,f,3,"grain, protein","wheat, red meat",beef,"high sodium, saturated fat",,incomplete,4,,,
turkey cheese sandwich,,turkey cheese sandwich,,f,3,"grain, protein, dairy","wheat, poultry, cheese",turkey,"high sodium, saturated fat",,incomplete,4,,,
hard boiled egg,,hard boiled egg,,f,3,protein,egg,,,,complete,1,,,
chicken salad sandwich,,chicken salad sandwich,,f,3,"grain, protein, dairy","wheat, poultry, mayo",chicken,high sodium,,incomplete,4,,,
unsweetened almond milk,,unsweetened almond milk,,b,3,dairy alternative,nut (almond),,,,complete,4,,,
veggie egg scramble,,vegetable egg scramble,,f,3,"vegetable, protein",egg,,,,incomplete,3,,,
coffee sugar cream,,coffee with sugar and cream,,b,3,"coffee, dairy, other",cream,sugar,"added sugar, caffeine",,complete,4,,,
plain greek yogurt,,plain greek yogurt,,f,3,dairy,yogurt,,fermented,,incomplete,1,,,
quinoa brown rice,,quinoa brown rice,,f,3,"grain, seed",rice,,,,complete,1,,,
grilled cheese sandwich,,grilled cheese sandwich,,f,3,"grain, dairy","wheat, cheese",,"saturated fat, high sodium",,complete,4,,,
wheat english muffin,,wheat english muffin,,f,3,grain,wheat,,high sodium,,complete,4,,,
pepper jack cheese,,pepper jack cheese,,f,3,dairy,cheese,,saturated fat,,complete,3,,,
stuffed bell pepper,,stuffed bell pepper,,f,3,vegetable,,,,,vague,3,,,
turkey taco salad,,turkey taco salad,,f,3,protein,poultry,turkey,,,vague,3,,,
carne asada taco,,carne asada taco,,f,3,"grain, protein","corn, red meat",beef,"high sodium, saturated fat",,incomplete,3,,,
roasted brussel sprout,,roasted brussel sprout,,f,3,vegetable,,,,,complete,3,,,
black bean burger,,black bean burger,,f,3,protein,legume,bean,,,incomplete,4,,,
chicken tortilla soup,,chicken tortilla soup,,f,3,"grain, protein, vegetable","corn, poultry, legume","chicken, bean",high sodium,,incomplete,3,,,
chicken street taco,,chicken street taco,,f,3,"grain, protein","corn, poultry",chicken,high sodium,,incomplete,3,,,
chicken fried rice,,chicken fried rice,,f,3,"grain, protein","rice, poultry",chicken,high sodium,,incomplete,3,,,
whole wheat toast,,whole wheat toast,,f,3,grain,wheat,,high sodium,,incomplete,4,,,
chicken caesar salad,,chicken caesar salad,,f,3,"grain, protein, dairy, vegetable","wheat, poultry, cheese, leafy",chicken,,dressing,incomplete,3,,,
spring mix green,,spring mix greens,spring mix greens,f,3,vegetable,leafy,,,,incomplete,1,,,
salad mixed green,,salad mixed greens,salad mixed greens,f,3,vegetable,leafy,,,,incomplete,1,,,
turkey rice veggie,,turkey rice vegetables,turkey rice vegetables,f,3,"grain, protein, vegetable","rice, poultry",turkey,,,complete,3,,,
toasted sesame dressing,,toasted sesame dressing,,f,3,other,,,,dressing,incomplete,3,,,
slim fast shake,slim fast shake,slim fast shake,,b,3,protein,protein smoothie,,,,incomplete,4,,,
strawberry greek yogurt,,strawberry greek yogurt,,f,3,"dairy, fruit","yogurt, berry",,fermented,,incomplete,3,,,
carne asada burrito,,carne asada burrito,,f,3,"grain, protein","wheat, red meat",beef,"high sodium, saturated fat",,incomplete,3,,,
egg cheese sandwich,,egg cheese sandwich,,f,3,"grain, protein, dairy","wheat, egg, cheese",,"saturated fat, high sodium",,incomplete,4,,,
butter breakfast biscuit,,butter breakfast biscuit,,f,3,"grain, dairy","wheat, butter",,"high sodium, saturated fat",,incomplete,4,,,
chicken pasta pesto,,chicken pasta pesto,,f,3,"grain, protein, vegetable, nut","wheat, poultry, leafy",chicken,unsaturated fat,,incomplete,3,,,
olive oil vinegar,,olive oil and vinegar,,f,3,other,"oil, vinegar",,unsaturated fat,,complete,2,,,
ice cream sandwich,,ice cream sandwich,,f,3,"dessert/sweet treat, dairy",ice cream,,"saturated fat, added sugar",,incomplete,4,,,
sun dried tomato,,sun dried tomato,,f,3,fruit,dried fruit,,,,complete,1,,,
toast peanut butter,,toast with peanut butter,,f,3,"grain, nut","wheat, peanut ",,unsaturated fat,,complete,4,,,
bbq chicken pizza,,barbecue chicken pizza,barbecue chicken pizza,f,3,"grain, protein, dairy","wheat, poultry, cheese",chicken,"added sugar, high sodium, saturated fat",,incomplete,3,,,
shrimp fajita burrito,,shrimp fajita burrito,,f,3,"grain, protein, vegetable","wheat, seafood",shellfish,high sodium,,incomplete,3,,,
greek salad chicken,,greek salad chicken,,f,3,"protein, dairy, vegetable","poultry, cheese, leafy",chicken,,dressing,incomplete,3,,,
chewy granola bar,,chewy granola bar,,f,3,grain,oat,,added sugar,,incomplete,4,,,
spaghetti meat sauce,,spaghetti with meat sauce,spaghetti with meat sauce,f,3,"grain, protein",wheat,,,,incomplete,3,,,
kirkland chocolate bar,kirkland chocolate bar,chocolate bar,chocolate bar,f,3,dessert/sweet treat,chocolate,,"added sugar, saturated fat",,complete,4,,,
tuna salad sandwich,,tuna salad sandwich,,f,3,"grain, protein, dairy","wheat, seafood, mayo",fish,high sodium,,incomplete,4,,,
chinese chicken salad,,chinese chicken salad,,f,3,"vegetable, protein","leafy, poultry",chicken,,,incomplete,3,,,
whole grain toast,,whole grain toast,,f,3,grain,wheat,,high sodium,,complete,4,,,
chicken noodle soup,,chicken noodle soup,,f,3,"grain, protein","wheat, poultry",chicken,high sodium,,incomplete,3,,,
chicken veggie rice,,chicken vegetables rice,,f,3,"grain, protein, vegetable","rice, poultry",chicken,,,complete,3,,,
chicken pot pie,,chicken pot pie,,f,3,"grain, protein, vegetable, dairy","wheat, poultry",chicken,,,incomplete,4,,,
fruit veggie smoothie,,fruit veggie smoothie,,b,3,juice/smoothie,fruit & vegetable,,,,incomplete,1,,,
tri tip salad,,tri tip salad,,f,3,"protein, vegetable","red meat, leafy",beef,saturated fat,,incomplete,3,,,
egg salad sandwich,,egg salad sandwich,,f,3,"grain, protein, dairy","egg, mayo",,high sodium,,complete,4,,,
mixed green salad,,mixed green salad,,f,3,vegetable,leafy,,,,incomplete,1,,,
egg cheese burrito,,egg cheese burrito,,f,3,"grain, protein, dairy","wheat, egg, cheese",,"high sodium, saturated fat",,incomplete,3,,,
split pea soup,,split pea soup,,f,3,vegetable,,,high sodium,,incomplete,3,,,
peanut butter bar,,peanut butter bar,,f,3,nut,peanut,,unsaturated fat,bars,incomplete,4,,,
ground turkey rice,,ground turkey and rice,ground turkey and rice,f,3,"grain, protein","rice, poultry",turkey,,,incomplete,3,,,
honey nut cheerio,,honey nut cheerio,,f,3,grain,cereal grain,,added sugar,,incomplete,4,,,
veggie breakfast burrito,,vegetable breakfast burrito,vegetable breakfast burrito,f,3,"grain, vegetable, protein","wheat, egg",,high sodium,,incomplete,3,,,
steel cut oat,,steel cut oat,,f,3,grain,oat,,,,complete,1,,,
cauliflower crust pizza,,cauliflower crust pizza,,f,3,"vegetable, dairy",cheese,,saturated fat,,incomplete,4,,,
mixed green lettuce,,mixed green lettuce,,f,3,vegetable,leafy,,,,complete,1,,,
chicken stir fry,,chicken stir fry,,f,3,protein,poultry,chicken,,,incomplete,3,,,
g oatmeal almond,,oatmeal almond,oatmeal almond,f,3,"grain, nut","oat, almond",,,,complete,3,,,
turkey avocado sandwich,,turkey avocado sandwich,,f,3,"grain, protein, fruit","wheat, poultry, stone fruit",turkey,"unsaturated fat, high sodium",,incomplete,4,,,
chicken rice salad,,chicken rice salad,,f,3,"grain, protein, vegetable","rice, poultry, leafy",chicken,,,incomplete,3,,,
turkey breast sandwich,,turkey breast sandwich,,f,3,"grain, protein","wheat, poultry",turkey,high sodium,,incomplete,4,,,
peanut butter toast,,peanut butter toast,,f,3,"grain, nut","wheat, peanut butter",,unsaturated fat,,complete,4,,,
onion bell pepper,,onion and bell pepper,,f,3,vegetable,root,,,,complete,1,,,
tri tip sandwich,,tri tip sandwich,,f,3,"grain, protein","wheat, red meat",beef,"saturated fat, high sodium",,complete,4,,,
chicken taco salad,,chicken taco salad,,f,3,protein,poultry,chicken,,,vague,3,,,
gf organic granola,,granola,gluten free organic granola,f,3,grain,oat,,"organic, gluten free",,complete,3,,,
bacon cheese bagel,,bagel sandwich,bagel with bacon and cheese,f,3,"grain, protein, dairy","wheat, pork, cheese",,saturated fat,,incomplete,4,,,
chicken burrito avo,,chicken avocado burrito,burrito with chicken and avocado,f,3,"protein, grain, fruit","poultry, wheat, stone fruit ",chicken,"unsaturated fat, high salt",,incomplete,3,,,
chicken burrito avocado,,chicken avocado burrito,burrito with chicken and avocado,f,3,"protein, grain, fruit","poultry, wheat, stone fruit ",chicken,"unsaturated fat, high salt",,incomplete,3,,,
fruit yogurt granola,,yogurt with fruit and granola,yogurt with fruit and granola,f,3,"dairy, fruit, grain","yogurt, oat",,fermented,,incomplete,3,fruit yogurt granola bowl,,
egg sausage burrito,,egg sausage burrito,burrito with egg and sausage,f,3,"protein, dairy, grain","pork, egg, wheat",,"high salt, saturated fat ",,incomplete,3,,,
dark chocolate almond,,dark chocolate covered almonds,dark chocolate covered almonds,f,3,"dessert/sweet treat, nut","chocolate, almond",,"added sugars, unsaturated fat, saturated fat ",,complete,4,,,
whole grain bread,,whole grain bread,,f,3,grain,whole grain,,,,complete,4,,,
cereal almond milk,,cereal with almond milk,cereal with almond milk,f,3,"grain, nut ","cereal grain, almond ",,unsaturated,,complete,4,,,
greek yogurt granola,,greek yogurt with granola,greek yogurt with granola,f,3,"dairy, grain","yogurt, oat",,fermented,,incomplete,3,yogurt granola bowl,,
vegetable tikka masala,,curry-dish,tikka masala with vegetables,f,3,"dairy, vegetable, grain ","yogurt, leafy, root, rice ",,"fermented, saturated fats",,incomplete,3,,,
coffee vanilla creamer,,coffee with creamer,coffee with vanilla creamer,b,3,"coffee, dairy ",cream,,saturated fats,,complete,4,,,
egg bagel sandwich,,bagel sandwich,bagel with eggs,f,3,"grain, protein ","wheat, egg",,,,incomplete,4,,,
yogurt granola bowl,,yogurt with granola,yogurt with granola,f,3,"dairy, grain","yogurt, oat",,fermented,,incomplete,3,greek yogurt granola,,
ice cream bar,,ice cream,ice cream,f,3,dairy,ice cream,,"saturated fat, added sugar",bars,complete,4,,,
grilled chicken sandwich,,grilled chicken sandwich,grilled chicken sandwich,f,3,"protein, grain","poultry, wheat ",chicken,high-salt,,vague,4,,,
fruit yogurt smoothie,,yogurt and fruit smoothie,yogurt and fruit smoothie,b,3,"juice/smoothie, dairy ","fruit, yogurt",,fermented,,vague,1,,,
corned beef cabbage,,corned beef with cabbage,corned beef with cabbage,f,3,"protein, vegetable","red meat, leafy ",beef,"high sodium, saturated fat",,complete,3,,,
roast beef swiss sandwich,,roast beef sandwich,roast beef sandwich,f,4,"protein, grain, fruit","red meat, wheat",beef,"high sodium, saturated fat ",,incomplete,4,,,
fruit yogurt granola bowl,,yogurt with fruit and granola,yogurt with fruit and granola,f,4,"dairy, fruit, grain","yogurt, oat",,fermented,,incomplete,3,fruit yogurt granola,,
halo top ice cream,halo top,low-calorie ice cream,,f,4,dairy,ice cream,,artificial sweetner,,vague,4,,https://halotop.com/dairy-ice-cream?gclid=cjwkcajwj6sebhaoeiwavfruked_7e7vrd7cb7ou2vsk5ujmyxtl20p1_1lbkw6qvrwmt2q94rqnpbocfn8qavd_bwe,vague because it could be non-dairy as well.
steel cut quinoa oatmeal,,quinoa oatmeal,,f,4,grain,"oat, whole grain",,,,incomplete,1,,,
peanut butter jelly sandi,,peanut butter and jelly sandwich,peanut butter and jelly sandwich,f,4,"grain, fruit, nut","wheat, peanut ",,"added sugar, highly processed",spread,complete,4,"peanut butter jelly sandi, peanut butter jelly sandwich, pb j, peanut butter jelly sandwich",,
whole wheat english muffin,,english muffin,,f,4,grain,wheat,,,,complete,4,,,
salad olive oil vinegar,,salad,salad with olive oil and vinegar,f,4,vegetable,leafy,,"unsaturated fat, fermented ",dressing,incomplete,3,,,
slice whole grain bread,,whole grain bread,slice of whole grain bread,f,4,grain,wheat,,,,complete,3,,,
ginger cayenne spinach smoothie,,"smoothie with ginger, cayenne, and spinach","smoothie with ginger, cayenne, and spinach",b,4,"juice/smoothie, dairy ",fruit and vegetable,,,,incomplete,1,,,
moose track ice cream,,ice cream with candy in it (moose tracks is a flavor),,f,4,"dessert/sweet treat, dairy","ice cream, candy, chocolate",,"saturated fat, added sugar",,complete,4,,,
oatmeal apple spice cinnamon,,oatmeal with apples and cinnamon,oatmeal with apples and cinnamon,f,4,"grain, fruit",oat,,added sugar,seasoning,complete,3,,,
dark chocolate pb bar,,dark chocolate peanut butter bar,dark chocolate peanut butter bar,f,4,"dessert/sweet treat, nut","chocolate, peanut",,"added sugars, unsaturated fat, saturated fat ",bars,incomplete,4,,,
dark chocolate peanut butter bar,,dark chocolate peanut butter bar,,f,5,"dessert/sweet treat, nut","chocolate, peanut",,"added sugars, unsaturated fat, saturated fat ",bars,incomplete,4,,,
protein powder almond milk,,protein drink,protein powder with almond milk,b,4,"protein, dairy alternative ","protein powder, nut(almond) ",,added sugar,,complete,4,,,
protein shake banana spinach,,protein drink,protein shake with banana and spinach,b,4,juice/smoothie,"fruit and vegetable,",,added sugar,,complete,4,,,
almond butter breakfast biscuit,,breakfast biscuit with almond butter,breakfast biscuit with almond butter,f,4,"grain, nut ","wheat, almond",,"added sugar, unsaturated, ",,complete,4,,,
coconut peanut butter bar,,coconut peanut butter bar,,f,4,"fruit, nut ",peanut,,"added sugar, unsaturated fat, saturated fat",bars,vague,4,,,
kale fruit protein smoothie,,protein drink,protein smoothie with kale and fruit,b,4,juice/smoothie,"fruit and vegetable,",,added sugar,,complete,4,,,
peanut butter jelly sandwich,,peanut butter and jelly sandwich,peanut butter and jelly sandwich,f,4,"grain, fruit, nut","wheat, peanut ",,"added sugar, highly processed",spread,complete,4,"peanut butter jelly sandi, peanut butter jelly sandwich, pb j, peanut butter jelly sandwich, pbj",,
protein shake almond milk,,protein drink,protein shake with almond milk,b,4,"protein, dairy alternative ","protein powder, nut(almond) ",,added sugar,,complete,4,,,
soft chewy granola bar,,granola bar,soft and chewy granola bar,f,4,grain,oat,,added sugar,bars,incomplete,4,,could have chocolate chips,
zero cal monster energy,monster,energy drink,zero calorie monster energy drink,b,4,energy drink,zero,,arificial sweetner,,complete,4,,,
kirkland soft chewy granola bar,kirkland,granola bar,kirkland soft and chewy granola bar,f,5,grain,oat,,added sugar,bars,incomplete,4,,could have chocolate chips,
honey nut cheerio lactaid mlk,honey nut cheerio,cereal with lactose-free milk,honey nut cheerios with lactaid milk,f,5,"grain, dairy ","cereal grain, milk",,"added sugar, saturated fat, sweetner ",,complete,4,,,
dried cranberry dried blueberry oatmeal,,oatmeal with dried cranberries and blueberries,oatmeal with dried cranberries and blueberries,f,5,"grain, fruit ","oat, dried fruit ",,,,incomplete,1,,,
oatmeal peanut butter chia seed,,oatmeal with peanut butter and chia seeds.,oatmeal with peanut butter and chia seeds.,f,5,"grain, seed, nut ","oat, chia seed, peanut ",,"added sugar, unsaturated fat, highly processed",spread,,4,,,
grain bread slice bread honey,,grain bread with honey,sliced grain bread with honey,f,5,grain,wheat,,added sugar,,complete,4,,,
slice whole grain bread slice,,whole grain bread,sliced whole grain bread,f,5,grain,wheat,,,,complete,4,,,
protein shake almond milk banana,,protein drink,protein shake with almond milk and banana,b,5,"protein, dairy alternative","protein smoothie, nut(almond) ",,added sugar,,complete,4,,,
mint moose track ice cream,,ice cream with candy in it (moose tracks is a flavor),,f,5,"dessert/sweet treat, dairy","ice cream, candy, chocolate",,"saturated fat, added sugar",,complete,4,,https://www.hersheyicecream.com/products/hand-dipped/premium/mint-moose-tracks.html,
whole g oatmeal almond raisin,,oatmeal with almond and raisins,oatmeal with almond and raisins,f,5,"grain, nut, fruit","oat, whole grain, almond, dried fruit",,"added sugar, unsaturated fat, ",,complete,3,,,
porridge,,porridge,,f,1,grain,oat,,,,vague,,,,vague bc it could have more in ti
sauerkraut,,,,f,1,vegetable,leafy,,fermented,condiment,complete,,,,
rye,,,,f,1,grain,wheat,,,,vague,,,,
pudding,,pudding,,f,1,dairy,milk,,"added sugar, saturated fat, highly processed ",,incomplete,,,,
mandarin,,,,f,1,modifier,,,,,vague,,,,
caramel,,caramel,,f,1,dessert/sweet treat,candy,,added sugar,sauce,incomplete,,,,
hazelnut,,,,f,1,nut,,,,,vague,,,,
clementine,,,,f,1,fruit,citrus,,,,complete,,,,
chard,,,,f,1,vegetable,leafy,,,,complete,,,,
bran,,,,f,1,grain,,,,,vague,,,,
dumpling,,dumpling,,f,1,"grain, protein, vegetable",,,,,vague,,,,
carb,,,,f,1,,,,,,vague,,,,
wholemeal,,,,f,1,grain,,,,,vague,,,,
chipotle,chipotle,,,f,1,,,,,,vague,,,,
duck,,duck,,f,1,protein,poultry,duck,,,complete,,,,
oyster,,oyster,,f,1,protein,seafood,shellfish,,,complete,,,,
pumpkin seed,,pumpkin seed,,f,2,seed,pumpkin,,,,complete,1,,,
red pepper,,,red pepper seasoning,f,2,fruit,dried fruit,,seasoning,,complete,1,,,
water lemon,,water with lemon,water with lemon,b,2,other,water additive,,,,,1,,,
mixed salad,,salad,mixed salad,f,2,vegetable,leafy,,,,complete,3,,,
rice bean,,rice and beans,rice and beans,f,2,"grain,protein","rice, legume",bean,,,incomplete,3,,,
cheese bread,,bread with cheese,bread with cheese,f,2,"grain, dairy ","wheat, cheese ",,highly processed,,complete,4,bread cheese,,
bread cheese,,bread with cheese,bread with cheese,f,2,"grain, dairy ","wheat, cheese ",,highly processed,,complete,4,cheese bread,,
rice cake,,rice cake,,f,2,grain,"rice, whole grain",,"added sugar, highly processed ",,complete,3,,,
brazil nut,,nuts,,f,2,nut,brazil nut,,unsaturated fat,,complete,1,,,
egg white,,egg whites,egg whites,f,2,protein,egg,,,,complete,1,,,
tomato sauce,,tomato sauce,,f,2,"fruit, other ",,,"added sugar, unsaturated fat ",sauce,complete,3,,,
broccoli sprout,,broccoli sprout,,f,2,vegetable,leafy,,,,complete,1,,,
bone broth,,broth,,f,2,"protein, other ",poultry,chicken,"saturated fat, high sodium?",,vague,3,,,
veggie burger,,vegetable burger,burger with vegetable patty,f,2,"vegetable, grain","leafy, wheat ",,"added sugar, high sodium ",,vague,4,,,
cheese stick,,cheese stick,,f,2,dairy,cheese,,"saturated fat, highly processed ",,incomplete,3,,,
rye bread,,rye bread,,f,2,grain,wheat,,high sodium,,complete,4,,,
whey protein,,whey protein,whey protein powder,b,2,protein,protein powder,,added sugar,supplement?,complete,4,,,
hemp seed,,seed,,f,2,seed,hemp seed,,,,complete,1,,,
white bread,,bread,,f,2,grain,wheat,,"high sodium, highly processed, added sugar ",,incomplete,4,,,
red cabbage,,cabbage,,f,2,vegetable,leafy,,,,complete,1,,,
poached egg,,poached egg,,f,2,protein,egg,,saturated fat,,complete,1,,,
curry rice,,rice with curry,seasoning,f,2,"grain, dairy ","rice, yogurt ",,fermented,seasoning,vague,3,,,
egg toast,,toast with egg,toast with egg,f,2,"grain, protein","wheat, egg",,"saturated fat, high sodium",,incomplete,3,,,
corn tortilla,,corn tortilla,,f,2,grain,whole grain,,,,complete,3,,,
rice cracker,,rice cracker,,f,2,grain,rice,,"added sugar, highly processed ",,complete,4,,,
prune,,prune,,f,1,fruit,dried fruit,,added sugar,,complete,,,,
prawn,,prawn,,f,1,protein,seafood,shellfish,,,complete,,,,
nugget,,,,f,1,,,,,,vague,,,,
cupcake,,cupcake,,f,1,dessert/sweet treat,baked good,,"added sugar, added salt, saturated fat, ",,complete,,,,
falafel,,falafel,,f,1,protein,legume,bean,fried,,complete,,,,
miso,,,,f,1,other,legume,bean,fermented,seasoning,incomplete,,,,
parsley,,parsley,,f,1,vegetable,leafy,,,,complete,,,,
tahini,,tahini,,f,1,seed,sesame seed,,unsaturated fat,sauce,complete,,,,
fennel,,fennel seed,fennel seed,f,1,seed,fennel seed,,,,complete,,,,
leek,,leek,,f,1,vegetable,root,,,,complete,,,,
brie,,brie,brie cheese,f,1,dairy,cheese,,saturated fat,,complete,,,,
tart,,,,f,1,"grain, dessert/sweet treat","wheat, baked good",,saturated fat,,vague,,,,
courgette,,zucchini,zucchini,f,1,fruit,,,,,complete,,,,
oreo,,oreo cookies,oreo cookies,f,1,dessert/sweet treat,baked good,,"added sugar, highly processed, saturated fat",,complete,,,,
spirulina,,spirulina,spirulina,f,1,vegetable,leafy,,,,complete,,,,
herbal,,,,f,1,,,,,,vague,,,,
papaya,,papaya,papaya,f,1,fruit,berry,,,,complete,,,,
rooibos,,rooibos tea,roobois tea,f,1,vegetable,,,,,vague,,,,
hemp,,,,f,1,,,,,,vague,,,,
beetroot,,beetroot,,f,1,vegetable,root,,,,complete,,,,
cacao,,cacao,cocoa,f,1,dessert/sweet treat,chocolate,,,,vague,,,,
chickpea,,chickpea,,f,1,protein,legume,bean,,,complete,,chick pea,,
ghee,,ghee,clarified butter,f,1,dairy,butter,,saturated fat,,complete,,,,
scone,,scone,,f,1,grain,wheat,,"added sugar, saturated fat",,incomplete,,,,
kimchi,,kimchi,kimchi,f,1,vegetable,leafy,,fermented,,complete,,,,
pastry,,,,f,1,grain,baked good,,,,vague,,,,
pomegranate,,pomegranate,,f,1,fruit,berry,,,,complete,,,,
buckwheat,,buckwheat,buckwheat,f,1,grain,wheat,,,,complete,,,,
apricot,,apricot,,f,1,fruit,stone fruit,,,,incomplete,,,,
sardine,,sardine,sardine,f,1,protein,seafood,fish,high sodium. unsaturated,,complete,,,,
agave,,,,f,1,,,,,,vague,,,,
almond cashew,,almonds and cashew,almonds and cashews,f,2,nut,"almond, cashew",,unsaturated,,complete,1,,,
almond flour,,almond flour,almond flour,f,2,nut,almond,,,,incomplete,1,,,
aloe,,aloe,aloe,f,1,vegetable,leafy,,,,incomplete,,,,
apple sauce,,apple sauce,,f,2,fruit,,,added sugar,,complete,3,applesauce,,
applesauce,,apple sauce,apple sauce,f,1,fruit,,,added sugar,,complete,3,apple sauce,,
aubergine,,eggplant,eggplant,f,1,vegetable,,,,,complete,,,,
avocado oil,,avocado oil,,f,2,other,,,unsaturated fat,,complete,2,,,
baby carrot,,baby carrot,,f,2,vegetable,root,,,,complete,1,,,
baby spinach,,baby spinach,baby spinach,f,2,vegetable,leafy,,,,complete,1,,,
bacon egg cheese,,bacon egg cheese,bacon and egg with cheese,f,3,"protein, dairy ","pork, poultry, cheese ",,,,complete,4,,,
baguette,,baguette,baguette,f,1,grain,wheat,,high sodium,,complete,,,,
basmati rice,,basmati rice,basmati rice,f,2,grain,rice,,,,incomplete,1,,,
bbq sauce,,barbeque sauce,barbeque sauce,f,2,other,,,"added sugar, high sodium",sauce,complete,4,,,
bean corn,,bean and corn,beans with corn,f,2,"protein, vegetable",legume,bean,,,complete,3,,,
bean rice,,bean and rice,beans and rice,f,2,"protein, grain","legume, rice ",bean,,,complete,3,,,
bean salad,,bean salad,bean salad,f,2,protein,legume,bean,,,vague,3,,,
beef burger,,beef burger,,f,2,"protein, grain","red meat, wheat ",beef,"high sodium, saturated fat",,vague,3,,,
beef stew,,beef stew,,f,2,protein,red meat,beef,"saturated fat, high sodium ",,vague,3,,,
belvita,belvita,biscuits,belvita biscuit,f,1,grain,"wheat, whole grain ",,added sugars,,vague,,,,
biscotti,,biscotti,,f,1,"grain, nut ","wheat, almond",,"added sugars, saturated fat",,incomplete,,,,
black olive,,black olives,,f,2,fruit,,,,,complete,,,,
black pepper,,black pepper,,f,2,other,spice,,,seasoning,complete,2,,,
bok choy,,bok choy,,f,2,vegetable,leafy,,,,complete,1,,,
bolognese,,bolognese,,f,1,"protein, fruit ","beef, berry",,,,,,,,
bourbon,,bourbon alcohol,,b,1,alcohol,liquor,straight,fermented,,,,,,
breadstick,,breadstick,breadstick,f,1,grain,wheat,,"high sodium, saturated fat ",,incomplete,,,,
broccoli cauliflower,,broccoli and cauliflower,broccoli and cauliflower,f,2,vegetable,,,,,complete,1,,,
brown bread,,brown bread,brown bread,f,2,grain,wheat,,high sodium,,vague,4,,,
brown sugar,,brown sugar,,f,2,dessert/sweet treat,,,added sugar,,vague,2,,,
buffalo chicken,,buffalo chicken,,f,2,"protein, dairy ","poultry, butter ",chicken,"saturated fat, high sodium",sauce,incomplete,3,,,
burrito bowl,,burrito bowl,,f,2,"grain, protein",rice,,,,vague,3,,,
butter cracker,,butter cracker,,f,2,"grain, dairy ","wheat, butter ",,"added sugar, highly processed, high sodium ",,incomplete,4,,,
cacao nib,,cacao,cocoa,f,2,dessert/sweet treat,chocolate,,,,vague,,,,
cacao powder,,cacao,cocoa,f,2,dessert/sweet treat,chocolate,,,,vague,,,,
capsicum,,bell pepper,bell pepper,f,1,fruit,,,,,complete,,,,
cashew butter,,cashew butter,,f,2,nut,cashew,,"added sugar, unsaturated fat ",,complete,4,,,
cashew nut,,cashew butter,cashew,f,2,nut,cashew,,"added sugar, unsaturated fat ",,complete,1,,,
cayenne pepper,,cayenne pepper,,f,2,other,spice,,,,complete,2,cayenne,,
cayenne,,cayenne,,f,1,other,spice,,,,complete,,cayenne pepper,,
cereal bar,,cereal bar,,f,2,grain,cereal grain,,added sugar,bars,complete,4,,,
chaga,,chaga mushroom,chaga mushroom,f,1,vegetable,mushroom,,,,vague,,,,
chapati,,chapati bread,chapati bread,f,1,grain,wheat,,,,complete,,,,
chardonnay,,chardonnay wine,chardonnay wine,b,1,alcohol,wine,,fermented,,complete,,,,
